income_am,profit_last_am,profit_am,damage_am,crd_lim_rec,cab_requests,bar_no,neighbor_income,age,tenure_mts,tenure_yrs,claims_am,nights_booked,shop_am,pos_mean_scores,neg_mean_scores,damage_inc_0,damage_inc_1,damage_inc_2,damage_inc_3,damage_inc_4,damage_inc_5,damage_inc_7,credit_use_ic_0.0,credit_use_ic_1.0,insurance_ic_0,insurance_ic_1,spa_ic_0,spa_ic_1,empl_ic_0,empl_ic_1,married_cd_False,married_cd_True,sport_ic_0,sport_ic_1,marketing_permit_0,marketing_permit_1,dining_ic_0,dining_ic_1,presidential_0.0,presidential_1.0,presidential_Undefined,client_segment_0,client_segment_1,client_segment_2,client_segment_3,client_segment_4,client_segment_5,sect_empl_0,sect_empl_1,sect_empl_2,sect_empl_4,sect_empl_6,prev_stay_0,prev_stay_1,prev_all_in_stay_0,prev_all_in_stay_1,divorce_0,divorce_1,fam_adult_size_1,fam_adult_size_2,fam_adult_size_3,children_no_0,children_no_1,children_no_2,children_no_3,children_no_4,company_ic_0,company_ic_1,claims_no_0,claims_no_1,claims_no_2,claims_no_3,claims_no_5,claims_no_7,gender_M,gender_V,shop_use_0.0,shop_use_1.0,shop_use_Undefined,retired_0,retired_1,gold_status_0,gold_status_1,outcome_damage_amount,outcome_profit,outcome_damage_inc
324.0,835.5,1671.0,0.0,750.0,3,7,39218.0,20,79,7,0.0,11,0,0.1908642689760367,0.3840173107426203,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,269.68,1798.15,0
1378.0,24.0,2005.0,0.0,0.0,3,9,42235.0,21,180,15,0.0,4,6,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,125.18,1405.55,0
231.0,0.0,3920.0,0.0,0.0,1,9,32339.0,24,4,0,0.0,5,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,410.87,1637.72,1
227.0,0.0,1620.0,0.0,3000.0,3,1,35277.0,56,410,34,0.0,34,0,0.7512958373322476,0.4026040153380213,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,186.73,2474.59,0
227.0,0.0,1620.0,0.0,0.0,2,7,23434.0,38,99,8,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,140.71,1965.06,0
227.0,0.0,1620.0,0.0,0.0,10,9,28481.0,43,229,19,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,2214.6,0
14556.0,3440.0,4013.0,0.0,0.0,8,0,47965.0,66,384,32,0.0,2,8,0.7002665243195564,0.3999479043255931,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.0,1910.75,0
237.0,890.5,1781.0,0.0,4500.0,7,0,34043.0,25,326,27,0.0,32,0,0.792478560755229,0.9521568672820216,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,1333.27,0
2093.0,681.0,2458.0,1219.0,7000.0,3,14,33261.0,40,515,43,0.0,83,0,0.0617941829747785,0.3597422820087557,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,327.28,1512.7,0
372.0,0.0,1620.0,0.0,0.0,1,8,33266.0,23,0,0,0.0,1,0,0.5652533151716789,0.261400532090873,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,145.11,2064.73,0
11586.0,843.0,17769.0,1933.0,0.0,1,6,33064.0,53,671,56,0.0,90,7,0.4667563060838918,0.4097355269281689,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,249.41,1203.12,0
4797.0,1921.0,2373.0,0.0,0.0,8,5,33605.0,57,26,2,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,130.56,2556.09,0
6956.0,1504.0,4660.0,0.0,9000.0,8,0,32957.0,68,671,56,0.0,41,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0.0,2083.12,0
227.0,0.0,1620.0,0.0,0.0,9,7,32103.0,44,273,23,0.0,4,0,0.5227861619125291,0.5020328724278771,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,53.98,1428.62,0
16257.0,6156.0,5371.0,340.0,15000.0,9,10,45749.0,39,252,21,0.0,24,8,0.4696303189633657,0.6804119646046187,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,127.82,1612.88,0
3568.0,254.0,2152.0,0.0,0.0,5,5,35515.0,61,415,35,0.0,3,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,133.83,1892.42,0
270.0,16.0,1628.0,0.0,750.0,2,4,28047.0,17,79,7,0.0,1,0,0.2565502598662507,0.5730141120799348,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,371.34,1163.89,1
266.0,852.5,1705.0,0.0,0.0,7,9,27534.0,49,179,15,0.0,3,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,218.3,2207.2,1
227.0,810.0,1620.0,0.0,0.0,9,6,34281.0,17,209,17,0.0,4,0,0.4462693049138794,0.4492410887633431,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,1713.6,0
265.0,0.0,1641.0,0.0,2500.0,8,6,30320.0,44,202,17,0.0,3,0,0.7537332214677449,0.5282613913538262,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,229.8,1452.87,0
227.0,0.0,1620.0,0.0,4000.0,9,4,32480.0,46,350,29,0.0,63,0,0.8001437547483987,0.9866388961751008,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,74.97,1919.67,0
609.0,38.0,5793.0,210.0,4500.0,4,6,34545.0,43,179,15,0.0,100,7,0.2400355760113368,0.5328282662270157,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,231.66,1959.68,0
2718.0,9.0,8332.0,1130.0,6500.0,7,10,39475.0,43,326,27,0.0,153,7,0.7334107091021144,0.6437700502917242,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,90.14,1797.25,0
227.0,810.0,1620.0,0.0,0.0,8,2,31015.0,29,147,12,0.0,1,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,63.09,1920.32,0
505.0,92.0,1665.0,0.0,0.0,2,0,36511.0,53,611,51,0.0,1,0,0.5675330060469483,0.2455308625960604,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,166.71,1292.6,0
227.0,0.0,1620.0,0.0,0.0,5,4,32155.0,20,205,17,0.0,4,0,0.5364516645033821,0.2448521434715957,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,167.01,2029.29,0
707.0,163.0,4296.0,0.0,13000.0,2,6,33137.0,46,255,21,0.0,28,0,0.2306430189455481,0.3738302024049647,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0,1557.39,0
234.0,1011.0,2022.0,0.0,15000.0,6,5,33548.0,41,523,44,0.0,134,0,0.7605752201363764,0.4807453851793201,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,226.33,1257.19,0
319.0,34.0,1639.0,0.0,0.0,5,9,28543.0,59,671,56,0.0,3,0,0.5173726415399641,0.0436347177087939,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,55.59,1938.34,0
6174.0,5673.5,11347.0,0.0,4000.0,5,8,43934.0,73,551,46,0.0,21,0,0.971254562475653,0.4804532147867226,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,115.64,1903.12,0
227.0,0.0,1620.0,0.0,0.0,1,2,41693.0,62,170,14,0.0,4,0,0.5687163216209936,0.4159036267458326,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,195.74,1865.73,0
2205.0,72.0,2948.0,0.0,4500.0,12,12,37039.0,60,325,27,0.0,57,0,0.4924247722634065,0.9752281860688592,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,177.71,2264.9,0
2376.0,575.0,2385.0,0.0,6000.0,8,4,33399.0,70,379,32,0.0,40,0,0.2738058106805386,0.2225302687069541,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0.0,1408.32,0
4331.0,0.0,2364.0,0.0,5000.0,3,3,46924.0,66,122,10,0.0,3,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,90.06,1857.67,0
227.0,0.0,2183.0,1967.0,15000.0,8,5,32328.0,37,326,27,0.0,240,0,0.0706429726781354,0.4756876381275229,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,159.57,6277.84,0
534.0,86.0,1701.0,0.0,0.0,8,3,28746.0,29,393,33,0.0,29,0,0.6889577992434504,0.8418311958052359,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,134.65,1619.97,0
5886.0,122.0,14047.0,0.0,6000.0,4,7,45054.0,75,350,29,0.0,64,0,0.3900544371722659,0.2792139393585338,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,88.16,1425.68,0
1198.0,383.0,1782.0,0.0,5000.0,5,8,29606.0,38,237,20,0.0,5,0,0.4854424832288224,0.4533625976541781,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,159.61,1872.36,0
1359.0,467.0,2395.0,0.0,12500.0,5,10,18045.0,34,184,15,0.0,13,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,388.6,1998.85,0
2935.0,981.0,2019.0,0.0,750.0,7,7,32858.0,22,295,25,0.0,3,0,0.1088205393626188,0.3319501159433767,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,134.71,1362.74,0
2046.0,756.0,1674.0,0.0,0.0,6,0,32322.0,40,404,34,0.0,2,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,209.26,2097.92,0
238.0,821.5,1643.0,0.0,0.0,8,6,32155.0,31,224,19,0.0,2,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,357.77,2107.2,0
644.0,0.0,1970.0,0.0,0.0,1,1,32155.0,42,297,25,0.0,4,7,0.4279172482682464,0.2648204277814334,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,173.24,1290.66,0
313.0,36.0,4934.0,1009.0,12000.0,5,7,29876.0,36,33,3,0.0,116,0,0.0980139466774769,0.4084282811209019,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,1362.93,0
248.0,9.0,1625.0,0.0,0.0,9,8,41375.0,84,274,23,0.0,4,0,0.1031681836024431,0.1856946906969121,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,138.28,2364.58,0
238.0,4.0,1624.0,0.0,0.0,5,4,33086.0,35,473,39,0.0,4,0,0.723519550322338,0.3602041899413294,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,124.58,1186.73,0
1259.0,1717.0,3434.0,0.0,15000.0,1,7,36228.0,42,339,28,0.0,156,8,0.7229492888165264,0.1728790101309663,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,163.62,2535.28,0
239.0,5.0,5476.0,595.0,0.0,6,6,30430.0,42,131,11,0.0,4,0,0.3791333962160316,0.6378115161685004,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,127.63,1822.71,0
458.0,847.5,1695.0,0.0,0.0,5,3,25689.0,79,276,23,0.0,13,0,0.902618898481896,0.4848961041559181,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,418.66,1593.29,0
1130.0,101.0,7146.0,907.0,4000.0,12,8,30996.0,35,318,27,0.0,73,8,0.3595237113140991,0.2199553546359368,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,122.01,1792.31,0
810.0,191.0,1734.0,0.0,0.0,9,2,26338.0,21,242,20,0.0,10,0,0.255247011806906,0.3865623703486033,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,212.97,1239.37,0
817.0,0.0,1747.0,0.0,0.0,2,5,32155.0,31,16,1,0.0,3,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,86.03,2989.68,0
836.0,810.5,1621.0,0.0,0.0,7,9,41596.0,22,3,0,0.0,4,0,0.6115584047584416,0.5483606182771588,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,138.73,1615.22,0
495.0,112.0,1666.0,0.0,0.0,5,4,21351.0,68,324,27,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,114.78,1352.47,0
1675.0,571.0,1880.0,0.0,2500.0,5,2,25173.0,69,372,31,0.0,33,0,0.6198541330737388,0.9164007365723096,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,353.37,1465.76,0
755.0,118.0,1847.0,0.0,0.0,8,9,26094.0,44,431,36,0.0,4,6,0.163473009573587,0.1245155737093997,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,124.15,2020.42,0
1909.0,671.0,4239.0,1864.0,15000.0,6,16,35918.0,40,281,23,0.0,62,0,0.8334626172220031,0.975493594705686,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,62.04,1295.31,0
263.0,15.0,3575.0,0.0,0.0,10,7,23375.0,56,254,21,0.0,4,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,214.31,2626.74,0
4852.0,1597.0,2645.0,0.0,4000.0,5,13,31578.0,24,63,5,0.0,1,0,0.5110460122056664,0.7633130163979869,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,156.4,1742.36,0
3587.0,2449.5,4899.0,0.0,13000.0,9,2,30170.0,57,487,41,9560.0,162,0,0.6867372645820035,0.4631843395217858,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,1977.41,0
1386.0,479.0,4054.0,562.0,8000.0,2,7,28830.0,46,323,27,0.0,74,0,0.2973878483020569,0.2613318004900621,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,391.48,3146.17,0
3091.0,1133.0,2114.0,0.0,0.0,8,2,32856.0,57,324,27,0.0,25,0,0.5227861619125291,0.474789872843861,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,355.42,1364.02,1
4268.0,2420.0,2420.0,0.0,5000.0,7,4,27091.0,48,384,32,0.0,4,7,0.7974500981056223,0.8574623220350879,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,1722.19,0
